company_id,type,rule_id,text,confidence_pct
HDFCBANK,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,84.81
HDFCBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,66.45
HDFCBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85.0
ADANIENSOL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.46
ADANIENSOL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.92
ADANIENSOL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.42
ADANIENSOL,con,CON_01,Debt-to-equity ratio of 2.93 is elevated for a non-financial company and warrants monitoring,75.57
ADANIENSOL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85.0
HAVELLS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,86.07
HAVELLS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,70.1
HAVELLS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.11
HAVELLS,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.22
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.52
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.97
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.89
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85.0
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,77.77
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,75.2
SHREECEM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.89
SHREECEM,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.8
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.08
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,82.53
NAUKRI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
NAUKRI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.92
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,79.03
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
TATAMOTORS,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
DABUR,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99.0
DABUR,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.9
DABUR,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,77.07
DABUR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.46
DABUR,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,83.78
RELIANCE,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,98.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.92
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,94.47
SBILIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.66
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,69.08
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.93
NTPC,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
BOSCHLTD,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,65.0
BOSCHLTD,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
BOSCHLTD,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,83.96
BOSCHLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
BOSCHLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.83
BOSCHLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85.0
BOSCHLTD,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
AXISBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
AXISBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,98.44
AXISBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
AXISBANK,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,94.92
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.55
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
ADANIENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.1
ADANIENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,99.0
ADANIENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
ADANIENT,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,98.0
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
BANKBARODA,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,70.62
BANKBARODA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
BANKBARODA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,99.0
BANKBARODA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
BANKBARODA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.64
BANKBARODA,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,99.0
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
SBIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95.0
AMBUJACEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,87.42
AMBUJACEM,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
AMBUJACEM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
BAJAJFINSV,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,66.82
BAJAJFINSV,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.54
BAJAJFINSV,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.96
BAJAJFINSV,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,71.37
BAJAJFINSV,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.66
BAJAJFINSV,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,65.0
BAJAJFINSV,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,99.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.54
TECHM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,97.95
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75.18
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.04
PNB,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
PNB,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
ICICIPRULI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,69.18
ICICIPRULI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
ICICIPRULI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,99.0
ICICIPRULI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,99.0
ICICIPRULI,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,78.6
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,66.53
MOTHERSON,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.89
MOTHERSON,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.81
MOTHERSON,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,73.06
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.44
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.94
SHRIRAMFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.62
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,99.0
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95.0
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
ADANIGREEN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,99.0
ADANIGREEN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
ADANIGREEN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
ADANIGREEN,con,CON_01,Debt-to-equity ratio of 6.60 is elevated for a non-financial company and warrants monitoring,99.0
ADANIGREEN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,85.0
ADANIGREEN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0
CHOLAFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80.73
CHOLAFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
CHOLAFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.72
CHOLAFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,83.9
CHOLAFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85.79
CHOLAFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,99.0
CHOLAFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.06
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,99.0
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,67.48
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.96
PFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.12
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95.0
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
INDUSINDBK,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.12
INDUSINDBK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.0
INDUSINDBK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,68.53
INDUSINDBK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83.46
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,73.74
INDUSINDBK,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
JINDALSTEL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
JINDALSTEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,66.37
JSWSTEEL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
JSWSTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.43
JSWSTEEL,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
GRASIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,80.83
GRASIM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
GRASIM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85.0
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,82.37
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,76.71
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,85.78
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,65.0
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
M&M,con,CON_FALLBACK,Financial profile contains at least one area that requires monitoring based on the available data,65.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,65.0
TATASTEEL,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
BHEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,95.04
BHEL,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,65.0
BHEL,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,95.0
BHEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
BHEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,90.0
GODREJCP,con,CON_04,Company reported a net loss in the most recent financial year,80.0
GODREJCP,pro,PRO_FALLBACK,"Financial profile contains at least one positive operating, growth, cash-flow, or balance-sheet signal",65.0
